# Hid              Name                RA(HHMMSS)    R.A.(deg)            eR(SS)   Dec(DDMMSS)   Dec.(deg)       eD(SS)   Vel_HI   eV   W50   eW50   W20   eW20   PkFlux   ePkF   TotFlux   eTotF   MHI                  eMHI                   SNpeak   SNtot   rms   flag   specObjID             plateID               fiberID   mjd     ra          dec         z             zErr          Vel_SDSS   NOC_Spz   2nd_OC_specObjID      A_W20     A_W20_err   W20_center   aa_snr               V_NED   V_NED_e   RA_NED   RA_NED_e   DEC_NED   DEC_NED_e   potOC                        A_W50     A_W50_err  
  J114141+200151   A1367_fr2_034_VB    11:41:41.50   175.4229027781111    0.9      20:01:51.18   20.0308833333   11       8521     8    105   17     182   25     4.5      0.6    0.456     0.082   8.966972798072266    0.11553484381252357    7.5      3.3     0.6   2      2824981892443432960   2824882936396933120   360       54180   175.42177   20.042231   0.02842113    6.83632E-6    8520       2         2821632230252636160   1.00801   0.09143     8521.0       16.584559657935422   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.20008   0.08103    
  J115330+204508   A1367_fr2_071_VB    11:53:29.97   178.3748611111111    0.7      20:45:08.07   20.7522416667   11       7544     5    163   10     219   15     8.0      0.8    0.953     0.111   9.287100856046157    0.08780119056281813    11.5     5.5     0.7   4      2831749936268208128   2831638335837988864   406       54180   178.38342   20.757945   0.02518007    3.084654E-5   7548       1         -1                    1.22267   0.07188     7544.0       23.844381436827433   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.25989   0.05262    
  J114032+185055   A1367_fr2_031_VB    11:40:32.24   175.1343194441111    0.8      18:50:55.11   18.8486416667   11       8123     3    205   7      213   10     5.5      1.0    0.659     0.144   9.12689337000184     0.13183122543112769    5.5      2.9     1.0   0      2821568733456132096   2821505236659628032   231       54179   175.14189   18.851917   0.02709567    1.014329E-5   8123       1         -1                    1.06452   0.09867     8123.0       10.29185090845914    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.04942   0.0974     
  J113708+211325   A1367_fr2_180_VB    11:37:08.71   174.2862777781111    2.3      21:13:25.65   21.2237916667   17       6957     3    236   6      245   9      5.3      0.7    0.898     0.123   9.261284292075135    0.09649578990339455    7.6      4.7     0.7   0      2822717443145754624   2822631131482974208   314       53876   174.29979   21.218638   0.02310438    9.471129E-6   6926       1         -1                    1.07254   0.06074     6957.0       18.67270763379088    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.09762   0.06193    
  J114803+213105   A1367_fr3_078_VB    11:48:03.23   177.01344444411112   0.7      21:31:05.38   21.5181611111   10       3432     2    158   3      173   5      16.6     1.1    2.098     0.154   9.06                 0.0690388905168776     23.8     12.5    0.7   0      2827175688019142656   2827134731211008000   149       53882   177.01594   21.518657   0.01143565    2.069968E-5   3428       1         -1                    1.03457   0.02688     3432.0       53.31677873186402    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.06305   0.02721    
  J114027+192443   A1367_fr3_067_VB    11:40:27.38   175.1140694441111    0.8      19:24:43.94   19.4122055556   11       3411     2    91    5      138   7      29.5     1.6    2.701     0.193   9.17                 0.06819647522802091    49.2     20.0    0.6   4      2821567084188690432   2821505236659628032   225       54179   175.10954   19.414117   0.01132839    1.30472E-5    3396       1         -1                    1.31688   0.03644     3411.0       105.52069423040636   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.15646   0.03523    
  J114607+213929   A1367_fr2_095_VB    11:46:07.64   176.5318194441111    0.7      21:39:29.35   21.6581527778   11       8103     5    53    10     96    15     7.1      0.8    0.292     0.064   8.773390806856249    0.13233494810650898    10.1     4.6     0.7   0      2822638278308554752   2822631131482974208   26        53876   176.53231   21.660211   0.0270049     6.045013E-6   8095       1         -1                    1.79371   0.21047     8103.0       12.812441008250982   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.22797   0.12484    
  J115318+200619   A1367_fr3_038_VB    11:53:18.15   178.3256111111111    0.7      20:06:19.32   20.1053666667   10       6214     3    112   5      165   8      19.9     1.1    2.128     0.146   9.635979579030842    0.06687142587709953    39.8     15.5    0.5   0      2831774125524019200   2831638335837988864   494       54180   178.32639   20.107385   0.02071348    5.87696E-6    6209       1         -1                    1.20544   0.03505     6214.0       89.92441270311416    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.30654   0.03566    
  J114323+183313   A1367_fr3_007_VB    11:43:23.21   175.8466944441111    0.7      18:33:13.11   18.5536416667   13       5034     5    144   9      201   14     13.0     1.2    1.2       0.145   9.387189201455456    0.08997986046993123    13.0     5.4     1.0   0      2821505511537534976   2821505236659628032   1         54179   175.8433    18.546657   0.01671154    6.321169E-6   5009       1         -1                    1.75237   0.06767     5034.0       22.360679774997898   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.212     0.07255    
  J113905+175906   A1367_fr3_087_VB    11:39:05.32   174.7721527781111    0.8      17:59:06.13   17.9850361111   11       3518     8    120   16     147   23     4.6      1.0    0.346     0.112   8.3                  0.17913545424869076    4.6      1.8     1.0   0      2823849665227679744   2823757031373039616   337       53875   174.76072   17.975832   0.0117386     1.156362E-5   3519       1         -1                    1.50968   0.11985     3518.0       7.062695425024829    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.48003   0.12446    
  J115128+204505   A1367_fr2_035_VR    11:51:28.77   177.8698611111111    3.6      20:45:05.20   20.7514444444   12       7586     10   60    19     110   29     3.1      0.6    0.179     0.059   8.560860986387723    0.18087054869162866    5.2      2.0     0.6   0      2831729320425187328   2831638335837988864   331       54180   177.86314   20.752126   0.02529811    2.285868E-5   7584       1         -1                    1.87372   0.32705     7586.0       8.612141515411917    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.3031    0.12559    
  J114559+203659   A1367_fr2_205_VB    11:45:59.12   176.4963194441111    1.3      20:36:59.21   20.6164472222   12       7807     12   108   25     179   37     3.3      0.7    0.3       0.087   8.785129210127494    0.16387024360586472    4.7      2.2     0.7   0      2824984916100409344   2824882936396933120   371       54180   176.50685   20.616627   0.02606293    6.00846E-6    7813       1         -1                    1.36026   0.21313     7807.0       9.22138891954147     -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.13243   0.13983    
  J115122+205141   A1367_fr2_155_VB    11:51:22.90   177.8454027781111    0.7      20:51:41.91   20.8616416667   10       6856     2    101   5      128   7      11.7     0.8    1.09      0.102   9.345434453348455    0.07754210924287011    19.5     10.2    0.6   0      2831728770669373440   2831638335837988864   329       54180   177.84813   20.859005   0.02285017    9.122118E-6   6850       1         -1                    1.05174   0.03685     6856.0       40.42030282034029    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.14735   0.03869    
  J114648+174811   A1367_fr3_001_VB    11:46:48.28   176.7011527781111    0.7      17:48:11.13   17.8030916667   11       6174     10   178   20     227   30     6.4      1.3    0.772     0.186   9.195625255743566    0.14264671886901636    4.9      2.4     1.3   3      2823926631041624064   2823757031373039616   617       53875   176.70985   17.814061   0.02060313    8.421179E-6   6176       1         -1                    1.52195   0.20151     6174.0       9.952884151440019    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.11302   0.1363     
  J114301+182738   A1367_fr2_040_VB    11:43:01.92   175.7579861111111    0.8      18:27:38.28   18.4606333333   10       7338     4    114   7      159   11     13.1     1.0    1.396     0.135   9.452893373694973    0.07911912382594873    16.4     9.2     0.8   0      2821506061293348864   2821505236659628032   3         54179   175.76359   18.461902   0.02445673    1.193692E-5   7331       1         -1                    1.11663   0.04408     7338.0       36.545003498450434   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.04644   0.04448    
  J113802+201443   A1367_fr2_055_VB    11:38:02.31   174.5096111111111    0.9      20:14:43.37   20.2453805556   11       7579     5    61    10     89    15     4.5      0.6    0.245     0.06    8.697174039772364    0.143534405536         7.5      3.0     0.6   0      2817160791357155328   2817001637049034752   579       54180   174.50306   20.242304   0.02525324    7.061584E-6   7570       1         -1                    1.15621   0.09742     7579.0       11.690549325574809   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.07498   0.10346    
  J115155+193837   A1367_fr3_020_VB    11:51:55.82   177.9825694441111    0.7      19:38:37.98   19.6438833333   10       6060     2    185   4      211   7      12.7     0.8    1.79      0.121   9.560860986387723    0.06629995515249062    25.3     12.8    0.5   0      2824892832001583104   2824882936396933120   36        54180   177.98185   19.645937   0.02020458    1.059106E-5   6057       1         -1                    1.26732   0.02272     6060.0       58.854837455317906   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.29602   0.02239    
  J113956+211537   A1367_fr2_023_VB    11:39:56.00   174.9833194441111    0.8      21:15:37.10   21.2603055556   11       9014     5    131   11     169   16     5.8      0.8    0.483     0.088   9.26                 0.11622999336995597    8.2      3.1     0.7   0      2822700125837617152   2822631131482974208   251       53876   174.98116   21.264465   0.03008248    1.529078E-5   9018       1         -1                    1.11046   0.1096      9014.0       13.480265474088721   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.0898    0.11141    
  J113911+195902   A1367_fr2_009_VB    11:39:11.86   174.7994027781111    0.8      19:59:02.75   19.9840972222   11       10102    4    187   9      202   13     3.1      0.5    0.334     0.069   9.2                  0.12667843329071557    6.2      2.3     0.5   0      2817173435740874752   2817001637049034752   625       54180   174.79582   19.983591   0.03370116    6.189837E-6   10103      1         -1                    1.11735   0.09435     10102.0      10.922968000801067   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.05457   0.09945    
  J115315+203741   A1367_fr2_160_VB    11:53:15.34   178.3139027781111    0.9      20:37:41.33   20.6281472222   13       6440     9    170   18     193   27     2.9      0.8    0.266     0.098   8.732889592038898    0.1977838366583943     3.6      1.5     0.8   0      2831740040663558144   2831638335837988864   370       54180   178.31656   20.631288   0.02164013    8.232666E-6   6487       1         -1                    1.12769   0.17133     6440.0       5.702327955988419    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.05154   0.18476    
  J113856+203355   A1367_fr2_202_VB    11:38:55.97   174.7331944441111    0.8      20:33:55.76   20.5654888889   18       6601     21   96    42     211   64     2.4      0.7    0.092     0.055   8.271795782753387    0.29889397786506955    3.5      0.8     0.7   1      2821604467584034816   2821505236659628032   361       54179   174.74683   20.560346   0.02186977    8.693609E-6   6556       1         -1                    1.41044   0.24064     6601.0       2.9994330530044815   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         2.15366   0.66313    
  J114825+185611   A1367_fr2_111_VB    11:48:25.51   177.1062777781111    0.7      18:56:11.30   18.9364722222   11       6443     8    181   16     217   25     4.6      0.9    0.611     0.135   9.094049165650384    0.13364579550610234    5.1      2.7     0.9   0      2824907675408558080   2824882936396933120   90        54180   177.10347   18.940625   0.02144933    6.455409E-6   6430       1         -1                    1.08794   0.1149      6443.0       11.283515128810556   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.10696   0.09553    
  J114234+214958   A1367_fr2_102_VB    11:42:34.37   175.6431944441111    0.8      21:49:58.27   21.8328527778   13       7099     4    119   8      128   12     5.1      1.0    0.448     0.123   8.959285969405975    0.15632138930746045    5.1      2.3     1.0   0      2827216644827277312   2827134731211008000   298       53882   175.63087   21.824968   0.02353787    9.695499E-6   7056       1         -1                    1.15925   0.14518     7099.0       9.183104690936823    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.17547   0.14368    
  J114005+201514   A1367_fr2_203_VB    11:40:05.79   175.0241111111111    1.6      20:15:14.90   20.2541388889   13       6505     12   130   24     173   36     2.2      0.6    0.131     0.059   8.425279251063595    0.23374293501620289    3.7      1.1     0.6   0      2821618211479382016   2821505236659628032   411       54179   175.02355   20.272858   0.02163984    1.505147E-5   6487       1         -1                    1.0964    0.2587      6505.0       4.281868950517018    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.09812   0.25155    
